Symbol,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales (ttm),Price/Book (mrq),Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta,Market Cap (intraday) clean,Enterprise Value clean,language,region,quoteType,quoteSourceName,triggerable,Currency,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,sharesOutstanding,Book Value,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,P/B,sourceInterval,exchangeDataDelayedBy,Analyst Rating,tradeable,marketState,postMarketPrice,postMarketChange,1 D Change $,1 D Change %,regularMarketTime,Price,High,regularMarketDayRange,Low,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,52wk Low,52wk High,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,Dividend,P/E,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,twoHundredDayAverageChangePercent,Company,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded
ALXN,41.11B,40.6B,60.36,12.98,1.63,6.56,3.31,6.48,12.44,1.28,41110000000.0,40600000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,825518000000.0,2,0.0,1626214390,221019008.0,56.21,180.55853,5.421463,0.030026069,164.19363,21.786362,41105113088.0,12.978367,3.3086638,15,0,2.7 - Hold,False,POST,185.98,0.0,0.069992065,0.03764836,1626206402,185.98,186.46,185.14 - 186.46,185.14,1346206,185.91,182.95,185.93,9,9,NasdaqGS,USD,185.14,2280382,5156460,86.06999,0.8614752,99.91 - 186.8,-0.8200073,-0.004389761,99.91,186.8,,1619769603.0,1627475400.0,1627907400.0,,60.363514,,3.081,14.33,13.49,13.786509,0.132687,"Alexion Pharmaceuticals, Inc.",NMS,"Alexion Pharmaceuticals, Inc.",finmb_347983,America/New_York,EDT,-14400000,us_market,False,Alexion Pharmaceuticals,Alexion Pharmaceuticals,reports,Health Care,Pharmaceuticals,"Boston, Massachusetts",2012-05-25,899866,1992
AMAT,124.57B,125.21B,28.38,18.49,0.84,6.28,10.39,6.32,20.68,1.45,124570000000.0,125210000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,322151000000.0,2,-0.13206595,1626215219,913980992.0,13.122,137.02293,-0.7329407,-0.005349036,122.03763,14.252365,124566000000.0,18.492537,10.3863735,15,0,2.0 - Buy,False,POST,136.11,-0.17999268,-0.51000977,-0.37281415,1626206402,136.29,136.97,134.7506 - 136.97,134.7506,4378501,136.8,135.91,136.28,11,11,NasdaqGS,USD,136.0,8675490,6475200,82.13999,1.5168973,54.15 - 146.0,-9.710007,-0.06650689,54.15,146.0,1631750400.0,1629370740.0,1629370740.0,1629370740.0,0.88,28.381922,0.006432748,4.802,7.37,6.59,20.681334,0.116786644,"Applied Materials, Inc.",NMS,"Applied Materials, Inc.",finmb_251230,America/New_York,EDT,-14400000,us_market,False,Applied Materials,Applied Materials,reports,Information Technology,Semiconductor Equipment,"Santa Clara, California",1995-03-16,6951,1967
AMCR,17.82B,24.16B,36.93,14.82,1.8,1.42,3.47,1.93,12.28,0.45,17820000000.0,24160000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,1337090000000.0,2,0.0,1626207467,1541789952.0,3.331,11.735294,-0.17529392,-0.014937326,11.643852,-0.083851814,17823092736.0,17.0,3.4704294,15,0,2.9 - Hold,False,POST,11.56,0.0,0.0500002,0.434407,1626206402,11.56,11.655,11.525 - 11.655,11.525,6985928,11.51,11.35,11.57,10,40,NYSE,USD,11.55,5932757,4608960,1.5100002,0.15024878,10.05 - 12.76,-1.1999998,-0.09404387,10.05,12.76,1623715200.0,1620158400.0,1629144000.0,1629489600.0,0.47,36.93291,0.040834058,0.313,0.68,0.74,15.621622,-0.007201381,Amcor plc,NYQ,Amcor plc,finmb_401715,America/New_York,EDT,-14400000,us_market,False,Amcor,Amcor,reports,Materials,Paper Packaging,"Zurich, Switzerland",2019-06-07,1748790,2019 (1860)
AMD,109.67B,111.56B,37.89,33.31,1.35,9.6,16.93,9.77,50.53,2.03,109670000000.0,111560000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,322151000000.0,2,0.0,1626216241,1215020032.0,5.331,84.40882,5.851181,0.069319546,84.10711,6.152893,109668000000.0,33.306274,16.931158,15,0,2.3 - Buy,False,POST,90.26,0.0,-0.5499954,-0.60565513,1626206402,90.26,91.405,89.8299 - 91.405,89.8299,30064496,90.81,90.26,90.26,10,14,NasdaqGS,USD,90.48,43365039,41172980,38.000004,0.72713363,52.26 - 99.23,-8.970001,-0.09039606,52.26,99.23,,1619539800.0,1627297140.0,1627646400.0,,37.89253,,2.382,2.71,2.17,41.59447,0.07315545,"Advanced Micro Devices, Inc.",NMS,"Advanced Micro Devices, Inc.",finmb_168864,America/New_York,EDT,-14400000,us_market,False,Advanced Micro Devices,Advanced Micro Devices,reports,Information Technology,Semiconductors,"Santa Clara, California",,2488,1969
AME,31.18B,32.87B,38.67,26.42,-24.31,6.85,5.09,7.22,24.85,1.33,31180000000.0,32869999999.999996,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,459092000000.0,2,0.0,1626207464,230919008.0,26.506,134.71205,0.29794312,0.002211704,127.56563,7.4443665,31176374272.0,26.420742,5.0935636,15,0,2.1 - Buy,False,POST,135.01,0.0,-1.29001,-0.946448,1626206402,135.01,136.15,134.72 - 136.15,134.72,643546,136.3,135.3,135.4,9,8,NYSE,USD,135.83,913538,1029020,46.42,0.52398694,88.59 - 139.07,-4.060013,-0.029194022,88.59,139.07,1625011200.0,1620111304.0,1627907400.0,1628253000.0,0.74,38.673733,0.0054292,3.491,5.11,4.56,29.607456,0.05835715,"AMETEK, Inc.",NYQ,"AMETEK, Inc.",finmb_31860,America/New_York,EDT,-14400000,us_market,False,AMETEK,Ametek,reports,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",2013-09-23,1037868,1930
AMGN,140.67B,165.01B,20.28,13.71,2.46,5.59,15.09,6.56,13.22,0.71,140670000000.0,165010000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,424705000000.0,2,-0.012252902,1626212808,574553984.0,16.225,240.93353,3.896469,0.016172381,242.05481,2.7751923,140668000000.0,13.708286,15.089676,15,0,2.4 - Buy,False,POST,244.8,-0.02999878,0.4600067,0.1882419,1626206402,244.83,246.75,242.975 - 246.75,242.975,1566584,244.37,242.67,244.83,10,13,NasdaqGS,USD,245.3883,2625942,2185520,34.550003,0.16430475,210.28 - 276.69,-31.86,-0.11514692,210.28,276.69,1623110400.0,1628020800.0,1628020800.0,1628020800.0,6.56,20.279135,0.026844539,12.073,17.86,16.34,14.983476,0.01146514,Amgen Inc.,NMS,Amgen Inc.,finmb_24816,America/New_York,EDT,-14400000,us_market,False,Amgen,Amgen,reports,Health Care,Biotechnology,"Thousand Oaks, California",1992-01-02,318154,1980
AMP,28.93B,28.57B,,10.84,1.22,2.35,5.26,2.33,25.85,1.68,28930000000.0,28570000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,1126790000000.0,2,0.0,1626207460,115905000.0,47.436,252.74971,-3.149704,-0.012461751,233.89104,15.708969,28929888256.0,10.842746,5.2618265,15,0,1.8 - Buy,False,POST,249.6,0.0,-2.04999,-0.814619,1626206604,249.6,251.78,248.64 - 251.78,248.64,395271,251.65,249.79,249.97,22,8,NYSE,USD,251.57,650669,531100,107.78,0.7599774,141.82 - 269.29,-19.690002,-0.07311821,141.82,269.29,1621555200.0,1619453280.0,1627383540.0,1627905600.0,4.16,,0.016530896,-0.532,23.02,21.47,11.6255245,0.067163624,"Ameriprise Financial, Inc.",NYQ,"Ameriprise Financial, Inc.",finmb_4165019,America/New_York,EDT,-14400000,us_market,False,Ameriprise Financial,Ameriprise Financial,reports,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",2005-10-03,820027,1894
AMT,126.65B,159.99B,64.62,51.01,2.91,15.43,31.9,19.49,30.72,0.23,126650000000.0,159990000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,888590000000.0,2,0.0,1626214589,454696000.0,8.731,267.11676,11.413239,0.042727526,240.4394,38.09059,126646000000.0,51.01282,31.901272,15,0,1.9 - Buy,False,POST,278.53,0.0,-1.45999,-0.521444,1626206402,278.53,281.62,277.64 - 281.62,277.64,1124006,279.99,277.6,280.13,40,9,NYSE,USD,278.14,1739960,1425920,81.03,0.41027847,197.5 - 281.62,-3.0899963,-0.01097222,197.5,281.62,1625788800.0,1627542000.0,1627542000.0,1627542000.0,4.69,64.62413,0.016750598,4.31,5.46,5.17,53.874275,0.15842076,American Tower Corporation (REI,NYQ,American Tower Corporation (REIT),finmb_24766,America/New_York,EDT,-14400000,us_market,False,,American Tower,reports,Real Estate,Specialized REITs,"Boston, Massachusetts",2007-11-19,1053507,1995
AMZN,1.85T,1.88T,69.96,50.9,1.61,4.42,17.94,4.49,32.92,1.15,1850000000000.0,1880000000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0174009,1626216000,504324000.0,205.0,3405.8208,271.5393,0.07972801,3269.8506,407.50952,1854580000000.0,50.883636,17.938341,15,0,,False,POST,3678.0,0.639893,-41.18994,-1.1076882,1626206403,3677.36,3773.0781,3671.32 - 3773.0781,3671.32,3819573,3718.55,3678.03,3676.9,13,13,NasdaqGS,USD,3702.1,3574796,4713160,806.3601,0.28086385,2871.0 - 3773.0781,-95.71802,-0.025368681,2871.0,3773.0781,,1619726400.0,1627469940.0,1627905600.0,,69.96233,,52.562,72.27,55.83,65.867096,0.124626346,"Amazon.com, Inc.",NMS,"Amazon.com, Inc.",finmb_18749,America/New_York,EDT,-14400000,us_market,False,,Amazon,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724,1994
ANET,28.24B,24.87B,43.36,32.26,2.85,11.47,8.17,10.1,31.16,1.17,28240000000.0,24870000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.018913671,1626212900,76321800.0,45.259,358.56265,11.417358,0.03184202,318.8937,51.086304,28237541376.0,32.312664,8.174728,15,0,,False,POST,370.05,0.06997681,-0.919983,-0.248041,1626206401,369.98,374.835,368.9 - 374.835,368.9,363479,370.9,365.11,374.97,12,10,NYSE,USD,373.17,425741,502540,177.02,0.9173922,192.96 - 378.7,-8.720001,-0.023026144,192.96,378.7,,1620144300.0,1627901940.0,1628251200.0,,43.358727,,8.533,11.45,10.28,35.990273,0.16019852,"Arista Networks, Inc.",NYQ,"Arista Networks, Inc.",finmb_33348547,America/New_York,EDT,-14400000,us_market,False,,Arista Networks,reports,Information Technology,Communications Equipment,"Santa Clara, California",2018-08-28,1596532,2004
ANSS,30.64B,29.49B,66.87,44.72,4.66,17.61,7.45,16.95,48.33,1.21,30640000000.0,29490000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626207466,87151600.0,47.189,340.61884,10.901154,0.032003965,350.96356,0.556427,30635530240.0,44.722645,7.4491935,15,0,,False,POST,351.52,0.0,0.5799866,0.16526659,1626206402,351.52,354.86,347.82 - 354.86,347.82,209592,350.94,351.18,351.58,11,8,NasdaqGS,USD,350.38,408936,300020,62.440002,0.2159956,289.08 - 413.19,-61.670013,-0.1492534,289.08,413.19,,1620244800.0,1628020800.0,1628539200.0,,66.867035,,5.257,7.86,6.96,50.505745,0.001585427,"ANSYS, Inc.",NMS,"ANSYS, Inc.",finmb_24893,America/New_York,EDT,-14400000,us_market,False,,Ansys,reports,Information Technology,Application Software,"Canonsburg, Pennsylvania",2017-06-19,1013462,1969
ANTM,97.48B,79.25B,21.3,14.06,1.12,0.78,2.88,0.64,8.71,1.05,97480000000.0,79250000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626210827,244840992.0,138.21,386.3403,11.789703,0.03051637,353.09113,45.03888,97478541312.0,14.058263,2.8806164,15,0,,False,POST,398.13,0.0,2.09,0.527724,1626206402,398.13,402.23,396.55 - 402.23,396.55,1486984,396.04,396.65,398.3,8,18,NYSE,USD,396.75,1070068,1187400,154.03,0.63101184,244.1 - 406.0,-7.869995,-0.019384224,244.1,406.0,1624579200.0,1626847200.0,1626847200.0,1626847200.0,3.98,21.300627,0.010049489,18.691,28.32,25.23,15.780025,0.12755597,"Anthem, Inc.",NYQ,"Anthem, Inc.",finmb_160077,America/New_York,EDT,-14400000,us_market,False,,Anthem,reports,Health Care,Managed Health Care,"Indianapolis, Indiana",2002-07-25,1156039,2014 (1946)
AON,52.27B,60.31B,25.4,18.5,1.71,4.6,12.3,5.3,17.21,0.84,52270000000.0,60310000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.00431449,1626207465,225647008.0,18.833,243.7153,-12.075302,-0.049546756,231.9631,-0.32310486,52268871680.0,18.501596,12.299686,15,0,,False,POST,231.64,-0.00999451,-1.14999,-0.494005,1626206610,231.64,233.22,231.04 - 233.22,231.04,1361014,232.79,231.41,231.48,11,10,NYSE,USD,232.94,1763444,1220320,52.119995,0.29032972,179.52 - 260.97,-29.330002,-0.1123884,179.52,260.97,1620950400.0,1619762400.0,1627538400.0,1627898400.0,1.8,25.396338,0.007732291,9.121,12.52,11.21,20.663692,-0.001392915,Aon plc,NYQ,Aon plc,finmb_119853,America/New_York,EDT,-14400000,us_market,False,,Aon,reports,Financials,Insurance Brokers,"London, England",1996-04-23,315293,1982 (1919)
AOS,11.58B,10.97B,29.58,23.44,3.14,3.82,6.16,3.62,19.0,1.04,11580000000.0,10970000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626207467,134467008.0,11.523,69.55324,1.4767609,0.021232095,64.98963,6.040367,11397189632.0,23.83557,6.164193,15,0,,False,POST,71.03,0.0,-0.160004,-0.224756,1626206402,71.03,71.31,70.82 - 71.31,70.82,576773,71.19,71.08,71.08,8,9,NYSE,USD,71.19,1037720,887780,23.869999,0.50614923,47.16 - 73.05,-2.0200043,-0.027652351,47.16,73.05,1621209600.0,1619699400.0,1627475400.0,1627907400.0,1.0,29.583506,0.014046916,2.401,2.98,2.7,26.307407,0.09294355,A.O. Smith Corporation,NYQ,A. O. Smith Corporation,finmb_997111,America/New_York,EDT,-14400000,us_market,False,,A. O. Smith,reports,Industrials,Building Products,"Milwaukee, Wisconsin",2017-07-26,91142,1916
APA,7.62B,18.28B,960.48,9.51,-0.29,1.53,,3.68,7.65,4.93,7620000000.0,18280000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.049579717,1626216095,377972992.0,-3.328,21.755295,-1.5852947,-0.072869375,19.331482,0.83851814,7623715328.0,9.887255,-6.060697,15,0,,False,POST,20.18,0.010000229,-0.23999977,-1.1758931,1626206403,20.17,20.4999,20.005 - 20.4999,20.005,3833075,20.41,20.16,20.17,8,30,NasdaqGS,USD,20.375,6848060,5171840,12.72,1.7073827,7.45 - 24.3,-4.129999,-0.16995881,7.45,24.3,1629676800.0,1620231529.0,1627416000.0,1627934400.0,0.1,960.4762,0.004899559,0.021,2.04,2.66,7.5827065,0.043375783,APA Corporation,NMS,APA Corporation,finmb_169838,America/New_York,EDT,-14400000,us_market,False,,APA Corporation,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1997-07-28,6769,1954
APD,65.51B,66.6B,34.04,26.77,2.61,7.07,5.02,7.19,19.05,0.8,65510000000.00001,66599999999.99999,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0380862,1626213400,221314000.0,57.503,295.85117,-6.9911804,-0.023630735,282.84607,6.013916,65507090432.0,26.771084,5.02339,15,0,,False,POST,288.97,0.110016,-2.19,-0.752449,1626206402,288.86,291.53,287.99 - 291.53,287.99,559320,291.05,285.01,289.08,12,8,NYSE,USD,290.67,846638,851400,43.109985,0.17542212,245.75 - 327.89,-39.03003,-0.1190339,245.75,327.89,1628467200.0,1620649800.0,1626870600.0,1627302600.0,5.52,34.039593,0.018965814,8.486,10.79,9.07,31.847849,0.021262152,"Air Products and Chemicals, Inc",NYQ,"Air Products and Chemicals, Inc.",finmb_248356,America/New_York,EDT,-14400000,us_market,False,,Air Products & Chemicals,reports,Materials,Industrial Gases,"Allentown, Pennsylvania",1985-04-30,2969,1940
APH,41.79B,42.93B,33.54,27.64,2.5,4.59,7.65,4.71,20.41,1.25,41790000000.0,42930000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626208794,597616000.0,9.146,68.20853,1.7214737,0.025238395,66.394966,3.5350342,41791287296.0,27.640316,7.6459656,15,0,,False,POST,69.93,0.0,-0.440002,-0.62527,1626206402,69.93,70.585,69.86 - 70.585,69.86,2478260,70.37,68.51,69.97,8,8,NYSE,USD,69.97,2590795,2302120,22.849998,0.48534405,47.08 - 70.78,-0.8499985,-0.012009021,47.08,70.78,1626220800.0,1619613000.0,1626784200.0,1627302600.0,0.54,33.539566,0.007673725,2.085,2.53,2.28,30.671053,0.053242505,Amphenol Corporation,NYQ,Amphenol Corporation,finmb_24827,America/New_York,EDT,-14400000,us_market,False,,Amphenol Corp,reports,Information Technology,Electronic Components,"Wallingford, Connecticut",2008-09-30,820313,1932
APTV,42.61B,44.32B,23.64,30.89,0.89,3.07,5.38,3.2,24.64,2.13,42610000000.0,44320000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.628455,1626209329,270463008.0,29.275,154.11618,3.4138184,0.022150941,146.03955,11.490448,42606039040.0,31.443111,5.381042,15,0,,False,POST,158.52,0.990005,-0.990005,-0.62453,1626206402,157.53,158.51,156.48 - 158.51,156.48,1027638,158.52,157.29,157.91,12,9,NYSE,USD,158.16,1345917,1331080,82.18,1.0906436,75.35 - 160.53,-3.0,-0.018688096,75.35,160.53,1582070400.0,1620304200.0,1627475400.0,1627907400.0,0.22,23.638956,0.001387838,6.664,5.01,3.73,42.233242,0.07868038,Aptiv PLC,NYQ,Aptiv PLC,finmb_59502420,America/New_York,EDT,-14400000,us_market,False,,Aptiv,reports,Consumer Discretionary,Auto Parts & Equipment,"Dublin, Ireland",2012-12-24,1521332,1994
ARE,27.82B,37.15B,32.87,54.67,764.1,14.28,2.11,19.07,30.45,0.74,27820000000.0,37150000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.39766702,1626214061,147506000.0,89.186,184.60854,3.9914703,0.021621266,173.7357,14.864304,27819632640.0,54.666668,2.1146817,15,0,,False,POST,187.85,-0.75,-1.98,-1.03893,1626206401,188.6,190.38,187.77 - 190.38,187.77,384569,190.58,185.6,188.82,10,9,NYSE,USD,189.97,861814,682960,38.520004,0.25666314,150.08 - 193.99,-5.3899994,-0.027784934,150.08,193.99,1626307200.0,1619453405.0,1627297140.0,1627646400.0,4.3,32.868595,0.022562705,5.738,3.45,2.35,80.255325,0.08555699,Alexandria Real Estate Equities,NYQ,"Alexandria Real Estate Equities, Inc.",finmb_365138,America/New_York,EDT,-14400000,us_market,False,,Alexandria Real Estate Equities,reports,Real Estate,Office REITs,"Pasadena, California",2017-03-20,1035443,1994
ATO,12.91B,19.18B,17.84,18.23,2.79,4.03,1.65,5.99,13.99,0.39,12910000000.0,19180000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.708499,1626210058,130672000.0,59.854,99.085884,-0.28588104,-0.002885184,95.77207,3.0279312,12910394368.0,18.228783,1.6506834,15,0,,False,POST,99.5,0.699997,-0.639999,-0.643604,1626206689,98.8,99.82,98.65 - 99.82,98.65,413299,99.44,98.89,100.51,8,9,NYSE,USD,99.36,771601,605700,14.210007,0.16798684,84.59 - 107.02,-8.219994,-0.07680801,84.59,107.02,1623024000.0,1620244800.0,1627988340.0,1628510400.0,2.4,17.843597,0.024135157,5.537,5.42,5.08,19.44882,0.031616013,Atmos Energy Corporation,NYQ,Atmos Energy Corporation,finmb_252684,America/New_York,EDT,-14400000,us_market,False,,Atmos Energy,reports,Utilities,Gas Utilities,"Dallas, Texas",2019-02-15,731802,1906
ATVI,72.46B,64.64B,31.5,21.0,1.55,8.45,4.73,7.54,20.29,0.6,72460000000.0,64640000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.139407,1626215609,777017024.0,19.734,94.93441,-1.6844101,-0.017742883,94.24096,-0.99095917,72456839168.0,21.097284,4.7253475,15,0,,False,POST,93.12,-0.129997,0.33999634,0.36594158,1626206402,93.25,93.858,92.87 - 93.858,92.87,3971098,92.91,93.23,93.74,9,13,NasdaqGS,USD,93.4964,5525052,4209280,22.059998,0.30987495,71.19 - 104.53,-11.279999,-0.107911594,71.19,104.53,1620259200.0,1620144302.0,1627901940.0,1628251200.0,0.47,31.503378,0.005058659,2.96,4.42,3.77,24.734749,-0.010515165,"Activision Blizzard, Inc",NMS,"Activision Blizzard, Inc.",finmb_4222231,America/New_York,EDT,-14400000,us_market,False,,Activision Blizzard,reports,Communication Services,Interactive Home Entertainment,"Santa Monica, California",2015-08-31,718877,2008
AVB,30.88B,37.24B,38.66,68.92,25.48,13.73,2.89,16.55,27.45,0.95,30880000000.0,37240000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.176295,1626208999,139604992.0,76.547,211.56206,9.657944,0.045650642,188.24681,32.97319,30883416064.0,68.915886,2.8899894,15,0,,False,POST,220.83,-0.389999,-2.75,-1.22784,1626206694,221.22,223.89,220.41 - 223.89,220.41,346027,223.97,217.68,223.7,8,9,NYSE,USD,223.51,802247,653880,89.84,0.68381786,131.38 - 224.41,-3.1900024,-0.014215063,131.38,224.41,1626307200.0,1619626500.0,1627416000.0,1627934400.0,6.36,38.66131,0.02839666,5.722,3.21,3.01,73.49502,0.17515935,"AvalonBay Communities, Inc.",NYQ,"AvalonBay Communities, Inc.",finmb_329141,America/New_York,EDT,-14400000,us_market,False,,AvalonBay Communities,reports,Real Estate,Residential REITs,"Arlington, Virginia[3]",2007-01-10,915912,1978
AVGO,198.57B,222.4B,44.99,16.16,1.98,7.77,8.29,8.7,17.03,0.95,198570000000.0,222400000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.15495548,1626214219,410260992.0,58.388,469.13235,14.877655,0.031713128,462.59073,21.419281,198570000000.0,16.149817,8.289546,15,0,,False,POST,483.26,-0.75,-1.7399902,-0.35820693,1626206402,484.01,487.53,482.0 - 487.53,482.0,1027947,485.75,483.97,484.11,8,8,NasdaqGS,USD,485.33,1815873,1847640,179.83002,0.59119606,304.18 - 495.14,-11.130005,-0.0224785,304.18,495.14,1625011200.0,1622761200.0,1630493940.0,1630929600.0,14.05,44.986523,0.028924344,10.759,29.97,27.52,17.587572,0.046302877,Broadcom Inc.,NMS,Broadcom Inc.,finmb_25016048,America/New_York,EDT,-14400000,us_market,False,,Broadcom,reports,Information Technology,Semiconductors,"San Jose, California",2014-05-08,1730168,1961
AVY,17.28B,19.27B,27.73,22.78,2.54,2.37,10.93,2.64,16.94,1.02,17280000000.0,19270000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0048002,1626207463,83007696.0,19.046,213.37177,-5.151764,-0.024144543,190.57726,17.642746,17283862528.0,22.781181,10.93248,15,0,,False,POST,208.22,0.00999451,-2.20999,-1.05023,1626206700,208.22,210.11,207.4429 - 210.11,207.4429,568993,210.43,205.33,208.23,10,8,NYSE,USD,209.46,529125,451760,96.78,0.86844933,111.44 - 226.19,-17.970001,-0.07944649,111.44,226.19,1623801600.0,1619592300.0,1627281900.0,1627641900.0,2.4,27.729393,0.011405218,7.509,9.14,8.69,23.960876,0.0925753,Avery Dennison Corporation,NYQ,Avery Dennison Corporation,finmb_252978,America/New_York,EDT,-14400000,us_market,False,,Avery Dennison,reports,Materials,Paper Packaging,"Glendale, California",1987-12-31,8818,1990
AWK,30.07B,38.73B,40.99,35.2,4.33,7.87,4.47,10.14,20.28,0.21,30070000000.0,38730000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.0,1626209237,181468992.0,36.276,157.78323,4.4667664,0.028309513,153.9666,8.2834015,30070441984.0,35.19523,4.472654,15,0,,False,POST,162.25,0.0,-0.729996,-0.447905,1626206402,162.25,163.9,161.65 - 163.9,161.65,473940,162.98,162.11,164.44,8,8,NYSE,USD,162.84,770647,627360,31.240005,0.23845513,131.01 - 172.56,-10.309998,-0.05974732,131.01,172.56,1622505600.0,1620059400.0,1627988340.0,1628510400.0,2.2,40.992928,0.013498589,3.958,4.61,4.24,38.26651,0.05379999,"American Water Works Company, I",NYQ,"American Water Works Company, Inc.",finmb_250885,America/New_York,EDT,-14400000,us_market,False,,American Water Works,reports,Utilities,Water Utilities,"Camden, New Jersey",2016-03-04,1410636,1886
